Username,Comment
@wynetteabc,"""Black jobs"" Excuse me?!!!! Yes, systemic racism is alive and well. 
Neither one of these men is fit for the presidency. 
May God Almighty help us."
@beaconapple2759,Timestamp: 2:38:30
@andreylebeuf1304,"It's pretty obvious what happened: Trump couldn't care less about the facts. His only agenda was to confuse Biden, and make him look like a deer in headlights, and senile. Trump succeeded. This is incredibly dirty pool. Very sick.

Trump is the poster  child of people with extrinsic values, like the extreme right-wing does.  People with extrinsic values are strongly motivated by the potential or the prospect of individual 

reward, praise, attention. They're more likely to objectify people; to exploit other people; to behave rudely aggressively; contemptuously dismiss social impacts or morality, and environmental impacts. They are motivated by prestige status power image Fame wealth money."
@TammyBundleballs,I can't believe these are our options.... both of them 👎
@Buy_YT_Views.608,"Your videos is what keeps me going, they make me so happy that I just can't stop watching them!"
@andreylebeuf1304,"It's pretty obvious what happened: Trump couldn't care less about the facts. His only agenda was to confuse Biden, and make him look like a deer in headlights, and senile. Trump succeeded. This is incredibly dirty pool. Very sick."
@timothywilliams7659,Trump what can you do for child credit and drug addiction? NOTHING 😅
@jonathangordon9911,Jeezums. President Roomba ain't lookin' so good.
@RatDruid,and you all still wont vote 3rd party?
@crucible-ww3kx,I can't wait for the fact checkers on this debate!😃
@philipbass5579,This presidential debate is baloney
@crossvinburn831,"Here are the three steps that are needed to get saved and be right with God who loved us all , for eternal life with him! 
As everyone and anyone can get saved! :[)

1-Admit you’re a sinner and be willing to turn from your own self righteousness to God.

2-Believe onto Jesus Christ, who being the only begotten Son of God, died on the cross, was buried and resurrected for the full forgiveness of our sins as a free gift out of God’s love for us.

3-Confess onto God, asking to be saved accepting this free gift of salvation, to start a new life of being born again, after being saved and forgiven from all your sins. :)

(The romans road to salvation from the King James Bible.)
Romans 3: 10-12+23 (KJB)
10. ""As it is written, There is none righteous, no, not one:""
11.""There is none that understandeth, there is none that seeketh after God.""
12.""They are all gone out of the way, they are together become unprofitable; there is none that doeth good, no, not one.""
23. “For all have sinned, and come short of the glory of God.”

Romans 5: 8-9+12 (KJB)
8. “But God commendeth his love toward us, in that, while we were yet sinners, Christ died for us.""
9.""Much more then, being now justified by his blood, we shall be saved from wrath through him.""
12. “Wherefore, as by one man sin entered into the world, and death by sin; and so death passed upon all men, for all that have sinned:”

Romans 10: 9-10+13 (KJB)
9. “That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved.”
10.""For with the heart man believeth unto righteousness; and with the mouth confession is made unto salvation.""
13.""For whosoever shall call upon the name of the Lord shall be saved.""

Romans 6: 23 (KJB)
“For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord.”

(An example of what to pray to God to get saved and forgiven of your sins.)
“Dear God, I am a sinner and need saving. I know I’m not good enough to get to heaven and I need you to save me. I need the righteousness of your son, Jesus Christ.I believe that Jesus is the Lord, who died, was buried and resurrected so that his precious blood can wash away my sins. I trust in him alone to save me. Nothing else. Not my good works or anything else. Only Jesus. I pray this in Jesus’ name, Amen.”

(More related scripture.)
John 3: 15-17 (KJB)
15.""That whosoever believeth in him should not perish, but have eternal life.""
16.""For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.""
17.""For God sent not his Son into the world to condemn the world; but that the world through him might be saved.”

1 Corinthians 15: 1-4 (KJB)
1.""Moreover, brethren, I declare unto you the gospel which I preached unto you, which also ye have received, and wherein ye stand;
2.""By which also ye are saved, if ye keep in memory what I preached unto you, unless ye have believed in vain.”
3.""For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures;”
4.""And that he was buried, and that he rose again the third day according to the scriptures:”

Hebrews 9: 27-28 (KJB)
27.""And as it is appointed unto men once to die, but after this the judgment:""
28.""So Christ was once offered to bear the sins of many; and unto them that look for him shall he appear the second time without sin unto salvation.”

Ephesians 2: 8-9 (KJB)
8.""For by grace are ye saved through faith; and that not of yourselves: it is the gift of God:""
9.""Not of works, lest any man should boast.”

Revelation 21: 8 (KJB)
""But the fearful, and unbelieving, and the abominable, and murderers, and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone: which is the second death.”"
@hezekiahamen8335,Why are they talking about bidens performance only and not how much Trump lied
@nuclearkamikaze,Love how Biden walked on stage waving and giving the point to a non existent crowd. Classic
@user-sq2ts2hd1z,"Mr Trump, we donot ask you to make America great again.. just make our America descent again, descent in culture, income, with descent government descent churches .. the churches of our Lord Jesus Christ is full of adulterous pastor(s)... our streets full of people filled with  the idea of hatred .. colleges are worse than East Asian campuses .. colleges and cities are full of  the Gazans and their associates ... Send Gazans back to be governed by Israelis, please.. We American represents our True and living God continue to govern the world.."
@00287eeturner,Your double hater panel were a joke.
@JessicaL085,"Natives for Trump! 🇺🇸 🇺🇲 
Biden really uses the word MAGA as in insult, ""Make America Great Again."" 
How is that a bad thing?!"
@jtr549,"They need to nominate RFK to win, quite literally nobody else is capable of taking enough votes off Trump."
@JeffreySmith7777,The Joey Cannibals Biden Crime Family is losing support from overseas MSM. Finally.
@probuildersusallc8013,Trump for 4 more years of America Great Again 🇺🇸🇺🇸🇸🇻🇺🇸🇺🇸🇸🇻🇺🇸🇺🇸🇸🇻🇺🇸🇺🇸🇸🇻🇺🇸🇸🇻🇺🇸
@adamhodgin583,Biden's like I helped get insulin down. What he's failing to mention is that he undid an executive order that Trump had already done to bring the price of insulin down his first day in office. And then he 4 years later brought it down again but not quite to as low as what Trump had it from what I understand
@user-jz7wv9tw3x,None of them should not be president
@kimberlygreenland3785,"NBC is a propaganda arm of this corrupt government. Shameful, dishonest questions, controlled, biased...disgusting"
@mistergeneration,We are making a note of the Dems who are normalising or playing down Biden’s self destruction in this debate
@gemasm1366,I believe the majority of decent Americans want neither Trump or Biden as president
@kenhiew2814,"It doesn’t who become the president, US policies won’t change."
@mistergeneration,Trump could done much more damage to Biden by going after him on his unintelligible performance but Trump was focusing on pushing back on some Dem rhetoric
@WILLIS.808,"You would think there’s a  20 year age difference by the way Biden slurs and stumbles his way through sentences, actually scary to think this guy is still running for office"
@machankinson1795,if you watched this and still vote for Biden you got some evil in you. Are we all watching this same demented Biden?
@DiorShiesty,Trump - “I really don’t know what he said and I don’t think he knows what he said either” LOL
@leegrainger4520,Biden 100% has an ear piece!
@philipbass5579,Between the lesser of two evils
@GreenIsKey,"I just don't get how an old guy who came to the debate with facts, figures and specifics, is generally seen as the looser to a criminal, who spouted hyperbole, generics, and did not answer a single question.  It says more about what America is looking for in a leader, than the candidates."
@fractal4619,Some of my comments are being deleted.
@jamesmckenzie8416,"You kept talking about Trumps ""lies"",we can't have been watching the same debate! Biden was absolutely shameless, and even with his VERY biased moderators he Killed his on career 😅"
@belladixon8976,"So Biden admitted that hes letting so many illegals in to bolster the ecconomy, and without them there will be a recession... So basically theres a recession and hes cooking the books, well at least thats consistent with his MO I guess. A Trump recesssion would be better than a Biden fake economy."
@UFOZone51,Putin win😅
@robertssentamu7833,"I will break it down and precisely, Non of those two guys deserve to be on the ballot paper this year period."
@fractal4619,"For anyone who reluctantly votes for one of these two inept candidates without first watching at least 1 hour of RFK Jr on his YouTube channel or in a fair interview off of mainstream news, You are Not doing your Due Diligence and do not deserve a vote in my eyes. AT THE VERY LEAST do that."
@handleless2x,This man said that there are young women who need abortions because they’re being graped by their sisters?!?!?! How does that work?!?!?! Help!
@chrismelvin1583,Trump told the truth.
@TheDjordan231,"One reason ppl won't vote for Joe Biden is his VP. If anything happens to Joe Biden they can't see a women, especially a black woman become president."
@chrismelvin1583,Biden said so much BS and flat out lies when he was actually able to speak something other than jabber.
@juoonlancer7962,This debate isn't even fun it's sad
@Jaik71,Literally everything sleepy joe said was a lie and everyone knows it
@mtb095,Trump setting records for the most lies ever told in a presidential debate
@GabiSenza,Trump 2024 🇺🇸
@GabrielRodriguez-fg3vu,Where is RFK??
@RossKeyCountry,Social Security recipients got their biggest raise under Trump's Administration.
@lynnmacleod5005,"The only one bankrupting the country,,,,,is BIDEN"
@Christianearthpony39,Trump won 💪
@nitheshnayak1302,CNN ❤
@leegrainger4520,Biden a national embarrassment. 😢
@williamschlenger1518,I'm 80yrs old & Biden looks & acts like he could be my grandfather 😡 The other guy is a convicted criminal.?
@TTTTyme,Why is YouTube pushing electoral data from 2020 and from Wiki at that? Seems sketchy
@BackYardJourneys,What happens when Trump wins the election and signs a bill to send the immigrants back across the border??? Civil war?
@vincevirtua,Trump for Pres 2024 USA USA America first baby.
@Christianearthpony39,Trump 2024
@o_____o1029,"Theyre both soooo droopy, honestly Trump isnt better off in that regard haha. At least biden isnt a cynical"
@AmazingJohnny,Trump is a national threat to America. His place is in prison. It's a shame that not all Americans understand this and still support him 😔.
@franciscotoscano9924,Should be at a nursing home with these guys
@mistergeneration,"Trump then? 
Coz Biden is obviously a no-go"
@lynnmacleod5005,"The last US general election was stolen,,,,"
@jaegosushaesyuemarshall-br8304,Black Americans for Trump 2024 🎉🎉🎉 he gonna win trust the processes
@teresacecil783,Can you imagine what other countries seeing this are thinking? We look so weak right now.....
@eriquegc,Am I lost or hasn’t Arizona been hot asf since Arizona been found? What is she saying ?
@sunquestenergyhomesolution96,"Everyone pretty much knew Biden wasn't running the country and this debate confirms it.
We have greedy crooks in the background running the country into the ground pillaging everything."
@fractal4619,How did CNN get away with this. They need to be sued.
@lynnmacleod5005,"Over 3 million views,,,,,400 comments. 

Ya, sure.  😂😂😂😂"
@DanG626,"Trump: He is the worst, I am the best!
Biden: No, He is the worst, I’m the best.

This is stupid"
@larset9,I don't get the whole percentage on tax.. setting the same percentage on any income limit is even... why make some pay more... ? I don't get it.... make more pay more.... make less pay last... your only limiting yourself then....
@ashidothemadman,I cant tell if the old one is trying to comprehend the orange ones words or is just brimming with hatred for him 😭
@TTTTyme,Biden looks so dumbfounded the whole time
@B.A.D4Life,Lead pipes . Give me a break. Who has lead pipes ?
@m97120,Why are these two people even the main presidential candidates? Can't you just start over with a fresh set of candidates that are actually suitable? Does no one else want to do it?
@maitevasquez829,I did this 💅 every time Biden said period.
@BlackMetalMagazine,2:21:21 he cant even talk... So funny.  S E N I L E W A V E
@mikecavazos7098,“He picked up steam” PICKED UP STEAM…? Were we watching the same debate? He was fumbling.
@Adnann1234,This is so sad... his wife should intervene and tell him to just stop..
@jessicahaha9,"RIP USA, you’re doomed regardless lol"
@TheVeraciety,"1) LIMITED GOVERNMENT.

2) LIMITED GOVERNMENT.

3) LIMITED GOVERNMENT."
@MrWojas92,No audience should tell you something.
@Harmytwo,"Wow, did Biden in between lines said, that he made more policemen so they could fight equity? Maybe I didn't understand him, who does? But so it's more policemen in the offices looking for guys, who are not equal enough?"
@2xtreme4u2bme,"😂 Biden be like:
Sailing mufnedrs
We brought medicare and then the funding with the intiturion of the the the the the you know the the man!… Cmon!… 
I been there and it was it was, anyway…
I think that the mifurglard nugimbun fler thien anyway"
@user-iw4tt1gq4n,Not my country but this media is one sided.
@calvatronic,Biden is an absolute mess
@2xtreme4u2bme,"Bidens new title, Puppet Biden"
@InfraredClips,This country is doomed 😭
@jinsu0504,"Nobody answered the question directly...these politicians....governor doug do you think it helped trump that there was no audience? ""Well trump has good support"" imagine if your doctors and nurses answered the same way loll"
@Captain_chaosss,Biden got smoked.  Trump the next president
@judym949,Take note of how Joe avoided addressing his avoidance of taking a cognitive test. Instead he wants to challenge Trump to a golf match if *Trump* carries his own bag? Who’s going to carry Joe’s bag? Certainly not Joe.
@nicksmashes,1 million veterans... i went to the grocery store and walked my ferret.  This dude can't be our president lol my goodness pray for a better life. Americans deserve to live and not work their life away to give money away to foreign countries. We deserve freedom too. We work hard we all work ourselves to death and we can hardly afford to live.
@NineteenSpy,2:14:28 trump abortion topic
@larset9,"That cold is spin!  Def.  Just day nothing..
 Simple."
@whimsy8389,"Sitting here listening to Biden bold faced lie straight to the American people about the border and the border control union endorsement while simultaneously seeing articles from left wing news sources this morning quoting the border control union, ""To be clear, we never have and never will endorse Biden"". Yet somehow, willfully ignorant people will still sit and argue that he wasn't being deceitful. He's also caught in debate from the last election insisting that his son's crime riddled, incriminating laptop was Russian disinformation and blaming Trump. Can't wait to see what other lies they think we're stupid enough to just blindly nod our heads at. 🍿 How little do these people think of us?"
@spanishjohn420,AND BY THE WAY..... OH... I POOPED MY PANTS
@brega6286,"No more lifelong politicians who have no other experience in life but lying ,pandering,spending other people's money and getting away with things no one else does."
@chadshumake3527,"As an independent, it is unfortunate to see the DNC forcing Joe Biden to continue when he is visibly unfit. Very sad, disheartening, and unfair to him and the American people."
@allennixon4745,"The first debate was crazy. Honestly, I give up on Biden I don’t understand politics and what they’re saying but I really think if Trump wins the White House again he will keep things balanced again like he did before. #Trump2024"
@Stale_Kracker,300+ million people and these two dopes are the best america has to offer to lead. What a time to be alive😂
@Fefflefeff,"""you have the morals of an alley cat"" is a great line xD"
@Barry-gi7hr,Can any Democrats please explain to me why Biden leaving the borders wide open was a good idea ?
@cndlstkmkrbaker160,Hold on yall say trump had a torrent of misinformation? every word from bidens mouth was nonsense
@Bigtiff,We didn’t vote for you in 2020 and were not voting for you now!
@MrMomota,Voting Democrat is not the responsible choice now.
@twisternstripper,"Biden is so blind to how bad the country is!! However, Trump will make the middle class suffer too. The only help for the middle class is a 3rd party."
@nimalr5111,Biden is a weak while Trump is energetic. Biden is a war monger. Why should people of US pay tax to fund wars in the world created by Biden? People in US would be stupid to re-elect Biden.
@Devil_dog1997,How could anyone fall for the disinformation tactics from the left it’s so overwhelming obvious who is the liar vote TRUMP 2024 ❤ 🇺🇸
@nimalr5111,Biden is a weak while Trump is energetic. Biden is a war monger. Why should people of US pay tax to fund wars in the world created by Biden? People in US would be stupid to re-elect Biden.
@nimalr5111,Biden is a weak while Trump is energetic. Biden is a war monger. Why should people of US pay tax to fund wars in the world created by Biden? People in US would be stupid to re-elect Biden.
@seaweedgirl23,https://youtu.be/YwKk-MX1i-s?si=ag5PIFyCdKYEIYJ3
@beccagirard9548,Honestly why can’t we get someone who isn’t past retirement age and doesn’t try to bad mouth the other candidate when asked an actual question about the state of our nation? Is it really so hard?
@user-kh9bn6hi7q,How are the propaganda machines going to spin this one.  It’s crumbling all around you.  The truth will prevail!
@Devil_dog1997,Bidens closing statements he addressed the “audience” 😂 what audience 😂😂
@mad7280,Netanyahu =genocide
@HemantMohabir,"Biden voice is just torture listening at, I swear this guy can't handle himself and here he is debating for and country guy needs to take his pills"
@MijnMotoG60,15000000 new jobs by Biden!
@MijnMotoG60,"Buttigieg Harris, from this point"
@THEREALBONGMAN,"Trump cant even get a positive endorsement from his wanna be VP candidates, what a joke he is and his supporters...the used car salesman of Presidents. Cant ever answer a question head on, Mr Ego..."
@hokiedevil,Buh bye Biden!
@brookersxx4227,Now all the Biden lovers r talking about “oh can’t we have better choices we need better candidates” where y’all at now keep that same energy about trump now
@user-nl5fp9kp6k,"Regardless of the debated issues, Trump 100% looks more energetic and natural than Biden!🧐"
@jy2472,With the lack of an audience it allowed the debate to go on without interruptions.
@ashleyrichards5194,This is all so embarrassing. Murica.
@josienicholas3945,"Fake panic. The Nazicratic plan: Replace Biden with an unelected, non-primaried nominee. Democratic Party RIP."
@idontcareaboutjohnys,2:03:00 The debate starts guys
@kanamkan4819,Trump is still a very shameless person as always ...doesn't deserve to be a president of this great nation.
@Zero0fTime,Biden literally looks like a demon
@eLyoko22,Why doesn't trump mention about the ima grints coming to vo te democrap
@sonico3690,There are so many delusional people that were given a platform.  1:48:37
@monicaroppero,"I’m beyond worry. This debate is the proof of everything wrong with politcs. Personal attacks, sick ambition for power and candidates not fit for the most important job which will surrender to lobbys just to get the money to get ellected. This is not about real every day problems affecting Americans. US foreign policy is a disgrace. Only thing that gives me hope is one of the candidates being opposed to continue stupid wars. That needs to stop NOW! No more stupid wars causing so much suffering on Gaza for example. US-Israel relation is so frightening and toxic. None of these candidates is capable to stand for what is right for Americans which is to stop financing wars when things are going so wrong internally…"
@Jerry-yn3lo,🤖 Trump/Burgum 🇺🇸
@mob6o6o,Biden is the joke of the century.. Trump did a lot of great work during his time..
@tyronetee4015,"Wait you created 15000 new jobs and 800,000 manufacturing jobs. 🤥 liar"
@andrearicherson,Biden is a disaster and a train wreck and all his cronies should be locked up for lying on his behalf about his clear cognitive decline. Just a couple days ago his administration is pushing how sharp and intelligent he is. We have eyes don’t you know!
@noctis6826,"You all do know it never has really been a ""Biden vs Trump"" scenario, right? It's not a ""popularity contest like a show"" or a ""Who can roast each other more"" or ""What side can ""ha got em!"" the most"" and or ""Which person can we laugh at more"" -- You do know this is about Democrats vs Republicans? The very core of what Democrats still stands for (not Biden) And what the Republicans still stands for (not Trump, although in this case Trump rewired and influenced a lot of how downhill the Republican party has gotten), Biden barely indirectly affected (Strayed away from) anything what the Democrats believe in and are for (As in, their ways still stands behind everything what being Democrats/Liberal means) he didn't completely 360 the perspective of Democrats agenda and views

 Sure Biden is like the worst (speaking wise) that Democrats has and have had, but Bidens intents were still humble, still more mature acting (as in not immaturely spewing lies, fear, and acting immaturely, if it wasn't for Bidens old age/bumbling of words, then the intents and what he stands for would of been more clear), but many Trump trolls still looks at this as a ""Bahahaha Biden so old what a joke!"" - ""Trump with his big mouth, ego, down talking anyone but himself surely wont draw negativity and bad things from our allies, big businesses, corporates and foreign affairs all for one mans ego, right? As long as he can joke on Biden and Dems and taunt them, that's all we care about, Trump 2024!"" -- Ooooh right, because totally being president and what your party should represent is the taunting, joking, and clapback's against their opponents like some reality tv show is totally the direction the country should go... 

Look Biden is not no miracle (far from it) but when it comes to serious things that matters, handling it without getting too egotistical, handling without a toxic fan base to ""rip on everyone else"", to still show an ounce of humbleness despite the old age and failing speaking, says a lot about Biden over Trump any day, and not only that but still says A LOT about the two parties in comparison to the grander scheme of things, it's all about and still has always been about what party (Democrats or Republicans) you want running the country, not indirectly of which Person is ""oh so perfect/likable"" although yes that would majorly help both parties, but both person Trump and Biden are an extreme embarrassments themselves. It's why of what the Democrats stands for and what they still stand for has been the same as it ever has been like in 2008-2016 and in 2020, Biden is quite garbage, but the Democratic party as a whole still didn't faulter as badly and chaotically as the Republican party."
@flibble89,"Total victory for trump, complete disaster for biden. There’s no way they let him debate trump again. The landslide is going to be so big they won’t be able to “steel” it again."
@eduardoannesi4099,"I watched the debate and the post-debate analyses. It is remarkable that a country with over 300 million inhabitants, which is a global powerhouse and arguably the closest to a perfect democracy, has such a huge commitment to other countries, both in the global economy and in protecting democracy worldwide. Despite this position, the country often ends up with two presidential candidates who seem unqualified for the role. Are there no more qualified individuals on either side?"
@user-oq5op4hk3x,"Hunter Biden was doing corruption with a Ukrainian / Russian owned OIL/GAS company NOT WITH UKRAINE the country so why is the media  saying Ukraine  is it because it is in the interest of the KREMLIN to black book UKRAINE the country ?? or is it those ppl. in media  does not know the dif. between a    Ukrainian / Russian owned OIL/GAS company and UKRAINE the country ?? What about the Russian wife of the Moscow mayor giving Hunter Biden millions of dollars why is the  news not ref. to that as Russia ??   

IF WE TAKE A LOOK AT CORRUPTION UKRAINE IS LESS CORRUPT THAN RUSSIA AS RUSSIA IAT  138 RANKING (together with Mexico and Papua New Guinea) AND UKRAINE IS AT 120 RANKING ---- Transparency International’s Corruption Perceptions Index is the less corrupted the higher number Denmark is nr 1 on the list and Somalia is 180 on the list .. 

Trump’s concern about ‘corruption’ in Ukraine is highly selective and remarkably convenient
He hasn’t shown similar concern about basically any other country, and the United States sends more aid to even more corrupt ones.

He has rarely mentioned corruption in other countries

A search through Trump’s past comments on corruption shows he has rarely raised concerns about corruption in foreign countries — except when it suited his political purposes.

When was in office , Trump referred to Romania’s “tremendous corruption problem,” but only after being asked about it and saying the Romanian president (who was sitting next to him) was the right man to tackle it. He also, in 2018, hailed the visiting Nigerian president in a similar way.

He has regularly talked about corruption in Venezuela, which segues nicely into his arguments about the dangers of socialism.

Other instances in which Trump has decried governmental corruption: No dire warnings about corruption in North Korea or Saudi Arabia, Russia  or Turkey.

And indeed, Ukraine appears to be the first country that we know about that Trump has actually threatened if it doesn’t root out corruption.

The U.S. gives lots more money to countries more corrupt than Ukraine!

The above fact looms large. If, theoretically, Trump simply decided that it’s time to start tying foreign aid to getting rid of corruption, Ukraine is apparently the first country he has zeroed in on. But Ukraine would seem to be an odd starting place, given there are many more corrupt countries that receive much more U.S. aid.

According to USAID, Ukraine in fiscal 2018 ranked 25th in the amount of U.S. aid it received — economic, military and other. Of the 24 countries who received more aid, 13 ranked as more corrupt than Ukraine on Transparency International’s Corruption Perceptions Index.

AND IF WE TAKE A LOOK AT CORRUPTION UKRAINE IS LESS CORRUPT THAN RUSSIA AS RUSSIA IAT  138 RANKING (together with Mexico and Papua New Guinea) AND UKRAINE IS AT 120 RANKING ---- Transparency International’s Corruption Perceptions Index is the less corrupted the higher number Denmark is nr 1 on the list and Somalia is 180 on the list ."
@Dumbarse_Duffer,This debate was almost as entertaining as ‘The Fresh Prez of DC’: https://youtube.com/playlist?list=PLgPIxq0EjQUVC7vWnE5kMKkYnMX3_3fFF&si=rXpCqVpl92WNDE8i
@_Bubchen,300 Millionen Amerikaner und es findet sich kein junger und fitter Kandidat als nächster Präsident 😂
@terrorcarnage4407,Just write in Ronnie Radke!! I am.
@ceeare12345,Debate starts at 2:02:30
@roboriffer3424,I sense in the Force that Trump will win. I just have a feeling. Not sure how I feel.
@johnrambo210,Trump 2024
@user-oq5op4hk3x,"Russia’s Resource Grab in Ukraine

What is the real reason for the war in Ukraine?


IS THE REASON That Ukraine’s extraordinary riches in energy, minerals, and agriculture are a prize for the Kremlin.???

OR IS THE REASON The Russia’s motives for invading Ukraine vary from security fears to revisionist historical claims that a Ukrainian national identity does not exist. ??


We have all heard about the ""reason "" for Putins invasion of Ukraine ;  In a TV address at the outset of Russia’s invasion, the country’s president Vladimir Putin said that the objective was to “demilitarize and de-nazify Ukraine”. But this has been dismissed as a baseless pre-text upon which Putin justified a land-grab against an independent state.


BUT LETS TAKE A CLOSER LOOK SHALE WE !

The systematic slaughter of thousands of people is madness. However, some observers argue that, while Putin’s means may bear the hallmarks of lunacy, his end is decidedly more rational. They speculate that the Russian leader ordered the invasion of Ukraine to strike a blow in the battle for control of the means of delivering the global energy transition. 

The logic of the argument is this: prior to the Russian invasion, it had been estimated that Ukraine had around 500,000 tonnes of high-quality lithium – a key component of the batteries used in electric vehicles and energy storage systems – and consequently the country was set to become a “key player in the global transition to green technology”.

Lithium’s crucial role in our daily lives

It’s worth a brief note here highlighting exactly how important lithium is in our day-to-day lives. As the US mining company Piedmont Lithium succinctly sums it up on its website: “Lithium plays a critical role in much of what we do in our daily lives. In addition to EVs, lithium is an essential part of the technology that powers mobile phones, computers, power tools and battery storage of energy generated from wind and solar power.” Right now, you are reading this article on a device that is powered by a battery with lithium in it. Meanwhile, the energy transition will be largely driven by wind and solar projects that produce energy that is stored in lithium batteries. Research has shown that lithium-ion batteries account for 85 per cent of newly installed energy storage capacity. As the chart below shows, worldwide demand for lithium will soar from 685,000 metric tonnes in 2023 to 2.1 million tonnes by 2030.




Dig into the earth near the Ukrainian city of Dniprorudne, and you'll hit ore with an iron content of over 60%.

Before the war, about 4.5 million tons of this high-quality iron ore were mined each year — with the lion's share exported to Slovakia, the Czech Republic and Austria. Selling this strategically important resources earned Dniprorudne mines the equivalent of €200 million ($216 million) per year. One-third of the ore was made into steel at a plant to the west, in the city of Zaporizhzhia, and also exported.

But all that changed in the summer of 2022, when Russian troops occupied Dniprorudne. Ukraine's highly coveted and strategically important natural resources are now being sent to Russia. Ukrainian, Slovak and Czech investors in the mining business have had their property seized by Russia. 

Metallurgy ore exports fell by nearly 60% in 2022 from 2021, dropping to a total value of less than $3 billion (€2.8 billion), according to industry analysts GMK Center, a Ukraine-based think tank. Part of this drop is attributed to Russia's occupation of Ukrainian mining regions. In 2022, the Canadian think tank SecDev estimated the total value of deposits in occupied Ukraine at over $12 trillion. In addition to iron ore, key resources such as coal, titanium and manganese are found in Ukraine. Gold, natural gas, oil, kaolinite, salt, gypsum, zirconium and uranium are also present.

BUT THE BIG PRIZ IS LITHIUM !!!

Coveted lithium reserves
Today, lithium is one of the world's most sought-after minerals, as it is needed for smartphone and car batteries, among other things. Ukraine is trying to to woo foreign investors with promises of the ""largest lithium reserves in Europe"" 

Russia is eyeing the two mega Ukrainian lithium deposits out of the  total of four  to exist in the country. One of them, at Kruta Balka, lies in the Zaporizhzhia region, which has been under Russian occupation since spring 2022. The other, Shevchenko, is situated in the Donetsk region, only a few kilometers from the front line and the other two is also under Russian occupation 

Russia also occupies also three of Ukraine's rare earth deposits, according Kashchuk. The resource expert added that zirconium, uranium, but especially graphite and titanium will grow in demand.

""Graphite is used in battery production and coveted,"" he told DW. Two of Ukraine's graphite deposits are under Russian control. Yet the remaining four remain under Ukraine's control, and at one, mining is already underway, he said.

Ukraine before that war had  great potential for Ukraine to becom a major titanium supplier in the world . Already today, the country produces 7% of the world's titanium, placing it in the global top five; 

And where dose all of those  resources  just happened to be located yes you got it in east and south of Ukraine !!"
@user-oq5op4hk3x,"""The reason why Putin attacked  Ukraine  is not because he wants Ukraine, or only Ukraine. (Yes it's true Putin wants to claw back a type of RuZZian empire uSSr type 2.0 with him a tzar; but that is not just the only reason )

The reason he attacked Ukraine  is because they have chosen to be a democracy and the Ukrainian ppl  have made steps towards the Euro-Atlantic and European aspirations. 

So it's also an attack on democracy, western why of life and values of personal freedom/ choice  and rule of law ; and I believe nobody is safe if Ukraine will be attacked and if it falls. Ukrainians know what the USSR was they know what Russia is and they  do not want to be part of a type of Soviet Union mark 2 version with Putin as the  tzar or any type of a  Russian Empire or some sort of a Russian controlled Federation. 

The Ukrainian ppl.  want to be sovereign, and stay sovereign and they have prove that time and time again and are now showing they world this fact by fighting hard for their  independence. And if Ukraine will be further attacked by Russia because of the massive  bombs / shelling  military campaign ends up falling to Russia control then Ukraine will be the first of many to come;  

Anyone that thinks Russia will stop with Ukraine is highly naive as the Russians  will not stop in Ukraine- after Ukraine. So that's why it's in the interest of Europe and all democratic world to help to defend ourselves by helping to defend Ukraine , but also last but not least to show Russia and all other rogue pariah states and global dictatorships in all but name like China, that the international rule of law , democracy and human rights still works."""
@flowersforme375,Biden! Vote Blue!💙💙💙💙💙💙💙💙💙💙💙💙💙
@user-oq5op4hk3x,"Russians did this to themselves by going to Ukraine and attacking Ukraine they started this war and Russian can just as easily stop this war by going back to Russia !!

FACT:  If the Russians stop fighting and goes home tomorrow it will be  the end of the war;  And if Ukraine stops fighting tomorrow it will be the end of Ukraine !

THERE IS ONLY ONE AGGRESSOR (RuZZia) HERE AND ONE 
DEFENDER (Ukraine)

FACT !! ; There is not one Ukrainian solider attacking Russian  territory!! 
can Putin say that there is no  Russians soldiers inside Ukraine territory! ?

If Russian army  lays down its arms and goes back to Russia NOT one Ukrainian soldier will stop them or attack Russia ; if Ukrainian army lay down its arms and goes home the  Russian army will attack them and attack all of Ukraine .."
@SassyTracey,Biden is a senile old man and he CANNOT run our country; embarrassing!
@BIGScottyBoyanimation,they should make me president and I will open borders with skibidistan
